size,active_indices,spoke_counts,lambda_min,log_product,converged,n_evaluations,elapsed_sec,failed,error
9,0 1 2 3 4 6 7 9 10,"O-M:3,O-B:2,O-N:2,O-A:2",,,False,,1161.69,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 65, 1065, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0, threshold=-1e-09, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 2 3 4 8 9 10 11,"O-M:3,O-B:2,O-N:1,O-A:3",0.0031124814627848554,-17.47645139853803,False,81958,494.47,False,
9,0 1 2 3 4 7 8 10 11,"O-M:3,O-B:2,O-N:2,O-A:2",0.008656516145359127,-15.890176202739625,False,84770,762.30,False,
9,0 1 2 3 4 7 8 9 11,"O-M:3,O-B:2,O-N:2,O-A:2",0.00421897534529908,-17.320375485634344,False,81958,994.91,False,
9,0 1 2 3 5 6 7 9 10,"O-M:3,O-B:2,O-N:2,O-A:2",0.0013367066286039504,-19.480267641571256,False,81958,240.32,False,
9,0 1 2 3 5 6 7 9 11,"O-M:3,O-B:2,O-N:2,O-A:2",0.0033136542601734003,-17.37021696816845,False,81958,236.64,False,
9,0 1 2 3 5 6 8 10 11,"O-M:3,O-B:2,O-N:2,O-A:2",0.0071385814954665365,-18.459845891024425,False,84010,243.35,False,
9,0 1 2 3 5 6 7 8 11,"O-M:3,O-B:2,O-N:3,O-A:1",0.009258560312019347,-20.0058911063263,False,83953,982.57,False,
9,0 1 2 3 5 7 8 9 10,"O-M:3,O-B:2,O-N:2,O-A:2",0.0042191200775387435,-17.932673117544628,False,82680,477.87,False,
9,0 1 2 3 5 6 7 8 10,"O-M:3,O-B:2,O-N:3,O-A:1",,,False,,1206.38,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 78, 1078, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00733445, threshold=0.00733445, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 2 3 5 7 8 9 11,"O-M:3,O-B:2,O-N:2,O-A:2",0.0029378252487204087,-18.497162298652484,False,81958,236.75,False,
9,0 1 2 3 5 6 8 9 11,"O-M:3,O-B:2,O-N:2,O-A:2",0.009057623041135636,-20.406857096236962,False,81977,960.67,False,
9,0 1 2 3 5 6 9 10 11,"O-M:3,O-B:2,O-N:1,O-A:3",0.00190922434480329,-24.44905001382454,False,83459,960.59,False,
9,0 1 2 3 5 6 7 10 11,"O-M:3,O-B:2,O-N:2,O-A:2",,,False,,1211.65,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 82, 1082, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00374428, threshold=0.00374427, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 2 3 5 6 8 9 10,"O-M:3,O-B:2,O-N:2,O-A:2",0.006793544340849582,-17.668277876208514,False,83896,1204.47,False,
9,0 1 2 3 5 8 9 10 11,"O-M:3,O-B:2,O-N:1,O-A:3",0.004826489870602626,-21.998705919856423,False,82756,240.18,False,
9,0 1 2 3 6 7 8 9 10,"O-M:3,O-B:1,O-N:3,O-A:2",0.002700136254005207,-19.3041990476634,False,81977,238.31,False,
9,0 1 2 3 6 7 8 10 11,"O-M:3,O-B:1,O-N:3,O-A:2",0.006724401622503998,-20.626003032345114,False,81996,240.85,False,
9,0 1 2 3 6 7 9 10 11,"O-M:3,O-B:1,O-N:2,O-A:3",0.0014797427046833922,-22.718351242666948,False,81977,746.40,False,
9,0 1 2 3 5 7 8 10 11,"O-M:3,O-B:2,O-N:2,O-A:2",,,False,,1250.87,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 89, 1089, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00719033, threshold=0.00719033, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 2 3 5 7 9 10 11,"O-M:3,O-B:2,O-N:1,O-A:3",0.00330721209484534,-22.45246062521828,False,85226,1239.03,False,
9,0 1 2 3 6 8 9 10 11,"O-M:3,O-B:1,O-N:2,O-A:3",0.00386795883346752,-26.006661566840627,False,82889,993.35,False,
9,0 1 2 3 7 8 9 10 11,"O-M:3,O-B:1,O-N:2,O-A:3",0.006278064907301991,-20.12240494191173,False,83022,991.43,False,
9,0 1 2 4 5 6 7 8 11,"O-M:3,O-B:2,O-N:3,O-A:1",0.006909295922157405,-18.330216188608375,False,82395,241.70,False,
9,0 1 2 3 6 7 8 9 11,"O-M:3,O-B:1,O-N:3,O-A:2",,,False,,1238.17,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 93, 1093, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00348068, threshold=0.00348068, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 2 4 5 6 7 8 9,"O-M:3,O-B:2,O-N:3,O-A:1",,,False,,1249.86,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 98, 1098, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00672775, threshold=0.00672775, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 2 4 5 6 8 10 11,"O-M:3,O-B:2,O-N:2,O-A:2",0.002938661148077635,-21.935893484155688,False,81958,251.19,False,
9,0 1 2 4 5 6 7 8 10,"O-M:3,O-B:2,O-N:3,O-A:1",0.008395641680018459,-17.686191145995604,False,83364,1228.10,False,
9,0 1 2 4 5 6 9 10 11,"O-M:3,O-B:2,O-N:1,O-A:3",0.004752439903801128,-21.060097466990115,False,82870,243.83,False,
9,0 1 2 4 5 6 7 9 10,"O-M:3,O-B:2,O-N:2,O-A:2",,,False,,1264.50,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 101, 1101, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00284214, threshold=0.00284214, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 2 4 5 7 8 9 11,"O-M:3,O-B:2,O-N:2,O-A:2",0.00719114346811892,-16.560395862047265,False,84960,268.92,False,
9,0 1 2 4 5 6 7 9 11,"O-M:3,O-B:2,O-N:2,O-A:2",,,False,,1259.56,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 102, 1102, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00374604, threshold=0.00374604, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 2 4 5 6 7 10 11,"O-M:3,O-B:2,O-N:2,O-A:2",,,False,,1263.70,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 103, 1103, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00410654, threshold=0.00410654, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 2 4 5 6 8 9 10,"O-M:3,O-B:2,O-N:2,O-A:2",,,False,,1270.83,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 104, 1104, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00419311, threshold=0.00419311, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 2 4 5 6 8 9 11,"O-M:3,O-B:2,O-N:2,O-A:2",,,False,,1279.21,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 105, 1105, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00713894, threshold=0.00713894, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 2 4 5 8 9 10 11,"O-M:3,O-B:2,O-N:1,O-A:3",0.0034688597429339153,-24.897363841453622,False,82528,248.51,False,
9,0 1 2 4 6 7 8 9 10,"O-M:3,O-B:1,O-N:3,O-A:2",0.006356164102429445,-18.102351643433565,False,81977,248.15,False,
9,0 1 2 4 6 7 9 10 11,"O-M:3,O-B:1,O-N:2,O-A:3",0.0030099641839719834,-19.904791845068672,False,81977,235.98,False,
9,0 1 2 4 6 8 9 10 11,"O-M:3,O-B:1,O-N:2,O-A:3",0.005981340345378208,-16.978296110589806,False,84238,243.56,False,
9,0 1 2 4 6 7 8 10 11,"O-M:3,O-B:1,O-N:3,O-A:2",0.008396143127842197,-17.691759045157774,False,83953,490.38,False,
9,0 1 2 4 7 8 9 10 11,"O-M:3,O-B:1,O-N:2,O-A:3",0.005951114513932249,-16.214118608197488,False,82490,240.42,False,
9,0 1 2 4 5 7 8 9 10,"O-M:3,O-B:2,O-N:2,O-A:2",,,False,,1238.01,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 108, 1108, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00865482, threshold=0.00865482, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 2 4 5 7 9 10 11,"O-M:3,O-B:2,O-N:1,O-A:3",0.004521048944933353,-22.148508655289202,False,81977,962.35,False,
9,0 1 2 5 6 7 8 9 10,"O-M:3,O-B:1,O-N:3,O-A:2",0.006417164013224971,-18.507358888014906,False,81977,475.61,False,
9,0 1 2 5 6 7 9 10 11,"O-M:3,O-B:1,O-N:2,O-A:3",0.003459902833976308,-21.841767312799806,False,81787,237.08,False,
9,0 1 2 5 6 8 9 10 11,"O-M:3,O-B:1,O-N:2,O-A:3",0.006361227339629433,-16.868071169398704,False,83212,240.43,False,
9,0 1 2 4 5 7 8 10 11,"O-M:3,O-B:2,O-N:2,O-A:2",,,False,,1225.34,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 110, 1110, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00896893, threshold=0.00896892, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 2 5 7 8 9 10 11,"O-M:3,O-B:1,O-N:2,O-A:3",0.0060242274993344705,-17.57349822296514,False,81996,237.54,False,
9,0 1 2 4 6 7 8 9 11,"O-M:3,O-B:1,O-N:3,O-A:2",,,False,,1233.80,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 114, 1114, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.0073352, threshold=0.0073352, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 2 6 7 8 9 10 11,"O-M:3,O-B:0,O-N:3,O-A:3",0.004194931005233991,-18.001102374246184,False,81958,247.03,False,
9,0 1 3 4 5 6 7 8 11,"O-M:2,O-B:3,O-N:3,O-A:1",0.003508687234130409,-19.20847652130687,False,81958,247.50,False,
9,0 1 2 5 6 7 8 10 11,"O-M:3,O-B:1,O-N:3,O-A:2",0.006909415130484959,-18.38048941476347,False,84257,983.56,False,
9,0 1 2 5 6 7 8 9 11,"O-M:3,O-B:1,O-N:3,O-A:2",,,False,,1237.92,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 120, 1120, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00925871, threshold=0.00925871, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 3 4 5 6 8 9 11,"O-M:2,O-B:3,O-N:2,O-A:2",0.0016676036845172312,-22.459458779580505,False,81958,245.67,False,
9,0 1 3 4 5 6 7 8 9,"O-M:2,O-B:3,O-N:3,O-A:1",0.0015518338030491342,-22.193536356901404,False,81977,987.59,False,
9,0 1 3 4 5 6 8 9 10,"O-M:2,O-B:3,O-N:2,O-A:2",0.002160623131018722,-21.17358931880004,False,84143,498.46,False,
9,0 1 3 4 5 6 8 10 11,"O-M:2,O-B:3,O-N:2,O-A:2",0.002890597571202212,-20.7710947256092,False,83079,243.81,False,
9,0 1 3 4 5 6 7 9 10,"O-M:2,O-B:3,O-N:2,O-A:2",,,False,,1156.62,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 129, 1129, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0, threshold=-1e-09, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 3 4 5 6 7 8 10,"O-M:2,O-B:3,O-N:3,O-A:1",,,False,,1243.42,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 127, 1127, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00307378, threshold=0.00307378, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 3 4 5 6 7 9 11,"O-M:2,O-B:3,O-N:2,O-A:2",,,False,,1147.91,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 130, 1130, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0, threshold=-1e-09, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 3 4 5 6 7 10 11,"O-M:2,O-B:3,O-N:2,O-A:2",,,False,,1146.55,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 131, 1131, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0, threshold=-1e-09, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 3 4 5 7 8 10 11,"O-M:2,O-B:3,O-N:2,O-A:2",0.004705194468697449,-18.673283110876955,False,83516,240.47,False,
9,0 1 3 4 5 8 9 10 11,"O-M:2,O-B:3,O-N:1,O-A:3",0.0007351492633551133,-29.140996603269908,False,81958,247.32,False,
9,0 1 3 4 6 7 8 9 11,"O-M:2,O-B:2,O-N:3,O-A:2",0.0013447460423751266,-20.133969127094453,False,81958,250.03,False,
9,0 1 3 4 5 6 9 10 11,"O-M:2,O-B:3,O-N:1,O-A:3",,,False,,1143.29,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 135, 1135, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0, threshold=-1e-09, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 3 4 5 7 8 9 10,"O-M:2,O-B:3,O-N:2,O-A:2",,,False,,1223.69,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 136, 1136, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00282829, threshold=0.00282829, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 3 4 6 8 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",0.0021602874713208503,-20.928502156503257,False,84618,247.56,False,
9,0 1 3 4 5 7 9 10 11,"O-M:2,O-B:3,O-N:1,O-A:3",,,False,,1142.15,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 139, 1139, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0, threshold=-1e-09, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 3 4 5 7 8 9 11,"O-M:2,O-B:3,O-N:2,O-A:2",,,False,,1228.67,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 137, 1137, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00364364, threshold=0.00364364, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 3 4 6 7 8 9 10,"O-M:2,O-B:2,O-N:3,O-A:2",,,False,,1140.93,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 141, 1141, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0, threshold=-1e-09, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 3 5 6 7 8 9 10,"O-M:2,O-B:2,O-N:3,O-A:2",0.0013448032722157828,-20.19303024972445,False,81958,237.33,False,
9,0 1 3 5 6 7 8 9 11,"O-M:2,O-B:2,O-N:3,O-A:2",0.0033291824327090916,-17.642872300371764,False,81958,238.12,False,
9,0 1 3 5 6 8 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",0.0016675818139110803,-22.135695014196706,False,81958,236.78,False,
9,0 1 3 4 6 7 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",,,False,,1135.54,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 144, 1144, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0, threshold=-1e-09, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 3 4 6 7 8 10 11,"O-M:2,O-B:2,O-N:3,O-A:2",,,False,,1227.33,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 143, 1143, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00281156, threshold=0.00281156, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 3 6 7 8 9 10 11,"O-M:2,O-B:1,O-N:3,O-A:3",0.001551535150926311,-21.565611106668847,False,81977,1676.85,False,
9,0 1 4 5 6 7 8 9 11,"O-M:2,O-B:2,O-N:3,O-A:2",0.0037098075606609698,-23.263272775282047,False,84067,1702.07,False,
9,0 1 3 5 7 8 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",0.0036520211386178577,-21.133033119713627,False,83497,2622.29,False,
9,0 1 4 5 6 8 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",0.0028905616570060644,-19.60574944449257,False,81958,503.31,False,
9,0 1 3 4 7 8 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",,,False,,3616.00,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 146, 1146, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00282845, threshold=0.00282845, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 4 5 6 7 8 10 11,"O-M:2,O-B:2,O-N:3,O-A:2",0.004135624093976717,-20.65289444613484,False,82718,1456.06,False,
9,0 1 3 5 6 7 8 10 11,"O-M:2,O-B:2,O-N:3,O-A:2",,,False,,3643.48,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 149, 1149, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00371077, threshold=0.00371077, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 3 5 6 7 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",,,False,,3542.77,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 150, 1150, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0, threshold=-1e-09, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 5 6 7 8 9 10 11,"O-M:2,O-B:1,O-N:3,O-A:3",0.003508649942257468,-19.337936536136734,False,81958,236.30,False,
9,0 1 4 5 6 7 8 9 10,"O-M:2,O-B:2,O-N:3,O-A:2",,,False,,3938.20,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 154, 1154, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00275376, threshold=0.00275376, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 2 3 4 5 6 7 8 10,"O-M:2,O-B:3,O-N:3,O-A:1",0.005991688784986669,-18.29795530240433,False,84086,997.97,False,
9,0 1 4 5 6 7 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",,,False,,2643.48,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 157, 1157, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0, threshold=-1e-09, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 2 3 4 5 6 7 9 10,"O-M:2,O-B:3,O-N:2,O-A:2",0.0021652938020695713,-19.971070949754953,False,82585,749.94,False,
9,0 1 4 5 7 8 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",,,False,,1818.20,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 159, 1159, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00470636, threshold=0.00470636, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 1 4 6 7 8 9 10 11,"O-M:2,O-B:1,O-N:3,O-A:3",,,False,,1788.51,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 160, 1160, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00307352, threshold=0.00307352, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 2 3 4 5 6 7 8 11,"O-M:2,O-B:3,O-N:3,O-A:1",0.004126709075329047,-23.272992072196153,False,85226,1562.86,False,
9,0 2 3 4 5 6 7 8 9,"O-M:2,O-B:3,O-N:3,O-A:1",,,False,,1797.51,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 162, 1162, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00232437, threshold=0.00232437, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 2 3 4 5 6 7 10 11,"O-M:2,O-B:3,O-N:2,O-A:2",0.002325798906279936,-22.536630184714447,False,84105,750.88,False,
9,0 2 3 4 5 6 9 10 11,"O-M:2,O-B:3,O-N:1,O-A:3",0.0011895502354390417,-20.896166405503827,False,81958,237.76,False,
9,0 2 3 4 5 7 8 9 10,"O-M:2,O-B:3,O-N:2,O-A:2",0.0034766109474970827,-21.07335285968179,False,83877,241.00,False,
9,0 2 3 4 5 7 8 9 11,"O-M:2,O-B:3,O-N:2,O-A:2",0.0016127992655881544,-26.263867521562645,False,84865,244.29,False,
9,0 2 3 4 5 7 9 10 11,"O-M:2,O-B:3,O-N:1,O-A:3",0.0022014511789512385,-15.539746623517516,False,72238,208.55,False,
9,0 2 3 4 5 6 7 9 11,"O-M:2,O-B:3,O-N:2,O-A:2",,,False,,1292.61,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 166, 1166, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00252857, threshold=0.00252857, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 2 3 4 5 8 9 10 11,"O-M:2,O-B:3,O-N:1,O-A:3",0.0042217022480842215,-18.03651639162127,False,81958,236.66,False,
9,0 2 3 4 6 7 8 9 10,"O-M:2,O-B:2,O-N:3,O-A:2",0.0038732122867777517,-15.020361282466212,False,81958,238.95,False,
9,0 2 3 4 6 7 8 10 11,"O-M:2,O-B:2,O-N:3,O-A:2",0.007311379046588719,-18.253199245122563,False,83668,239.96,False,
9,0 2 3 4 5 6 8 9 10,"O-M:2,O-B:3,O-N:2,O-A:2",,,False,,1226.46,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 168, 1168, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00509464, threshold=0.00509464, n_solutions=1). Try increasing maxiter or n_solutions."
9,0 2 3 4 6 7 9 10 11,"O-M:2,O-B:2,O-N:2,O-A:3",0.0021647014775628354,-20.70497727875504,False,84200,239.99,False,
9,0 2 3 4 5 6 8 9 11,"O-M:2,O-B:3,O-N:2,O-A:2",,,False,,1239.36,True,"optimize_theta() failed to converge in 5 attempt(s) (seeds 169, 1169, ...): No stage-2 candidate reached the stage-1 optimum (best_lambda_min=0.00404295, threshold=0.00404294, n_solutions=1). Try increasing maxiter or n_solutions."
